id;naam;categorie;leverancier;eenheid;prijs_eur
rijstmeel-340;Rijstmeel;Bakkerij, Meel & Bloem;Sligro;kg;3,20
amandelmeel-341;Amandelmeel;Bakkerij, Meel & Bloem;Sligro;kg;14,00
griesmeel-semolina-342;Griesmeel (semolina);Bakkerij, Meel & Bloem;Beide;kg;2,20
roggemeel-343;Roggemeel;Bakkerij, Meel & Bloem;Sligro;kg;1,80
speltbloem-344;Speltbloem;Bakkerij, Meel & Bloem;Hanos;kg;2,60
gelatine-blaadjes-345;Gelatine blaadjes;Bakkerij, Meel & Bloem;Beide;doos;9,50
agar-agar-346;Agar agar;Bakkerij, Meel & Bloem;Sligro;kg;28,00
xanthaangom-347;Xanthaangom;Bakkerij, Meel & Bloem;Sligro;kg;24,00
cacaopoeder-348;Cacaopoeder;Bakkerij, Meel & Bloem;Beide;kg;9,50
pure-chocolade-70-callets-349;Pure chocolade 70% (callets);Bakkerij, Meel & Bloem;Beide;kg;11,50
melkchocolade-callets-350;Melkchocolade callets;Bakkerij, Meel & Bloem;Beide;kg;10,50
witte-chocolade-callets-351;Witte chocolade callets;Bakkerij, Meel & Bloem;Beide;kg;11,00
bakpapier-rollen-352;Bakpapier rollen;Bakkerij, Meel & Bloem;Beide;rol;6,50
croissant-deeg-rauw-dv-353;Croissant deeg rauw (dv);Bakkerij, Meel & Bloem;Beide;doos;18,00
kristalsuiker-354;Kristalsuiker;Suiker & Zoetwaren;Sligro;kg;1,30
basterdsuiker-bruin-355;Basterdsuiker bruin;Suiker & Zoetwaren;Beide;kg;1,60
poedersuiker-356;Poedersuiker;Suiker & Zoetwaren;Beide;kg;1,90
rietsuiker-ruw-357;Rietsuiker ruw;Suiker & Zoetwaren;Beide;kg;2,40
glucosestroop-358;Glucosestroop;Suiker & Zoetwaren;Beide;kg;3,50
honingraat-359;Honingraat;Suiker & Zoetwaren;Hanos;stuk;6,50
fondant-360;Fondant;Suiker & Zoetwaren;Sligro;kg;4,20
marsepein-361;Marsepein;Suiker & Zoetwaren;Sligro;kg;6,50
vanille-extract-362;Vanille-extract;Suiker & Zoetwaren;Beide;fles;14,00
amandelpasta-363;Amandelpasta;Suiker & Zoetwaren;Hanos;kg;7,50
nori-vellen-50-st-364;Nori vellen (50 st);Aziatisch & Wereldkeuken;Beide;doos;9,50
wakame-gedroogd-365;Wakame gedroogd;Aziatisch & Wereldkeuken;Beide;zak;8,50
dashi-poeder-366;Dashi poeder;Aziatisch & Wereldkeuken;Hanos;pot;7,50
mirin-367;Mirin;Aziatisch & Wereldkeuken;Hanos;fles;9,50
sake-kook-368;Sake (kook);Aziatisch & Wereldkeuken;Sligro;fles;14,00
rijstwijn-shaoxing-369;Rijstwijn shaoxing;Aziatisch & Wereldkeuken;Hanos;fles;6,50
wasabipasta-370;Wasabipasta;Aziatisch & Wereldkeuken;Hanos;tube;5,50
gember-gepekeld-gari-371;Gember gepekeld (gari);Aziatisch & Wereldkeuken;Hanos;pot;6,00
currypasta-rood-thai-372;Currypasta rood (Thai);Aziatisch & Wereldkeuken;Sligro;pot;5,20
currypasta-groen-373;Currypasta groen;Aziatisch & Wereldkeuken;Beide;pot;5,20
kokosmelk-a10-3x-374;Kokosmelk (A10/3x);Aziatisch & Wereldkeuken;Beide;blik;6,80
tamarindepasta-375;Tamarindepasta;Aziatisch & Wereldkeuken;Beide;pot;5,50
gochujang-376;Gochujang;Aziatisch & Wereldkeuken;Sligro;pot;6,50
kimchi-377;Kimchi;Aziatisch & Wereldkeuken;Beide;kg;8,50
tofu-stevig-378;Tofu stevig;Aziatisch & Wereldkeuken;Beide;kg;4,50
tortilla-wraps-18x-379;Tortilla wraps (18x);Aziatisch & Wereldkeuken;Hanos;pak;4,80
wonton-vellen-380;Wonton vellen;Aziatisch & Wereldkeuken;Hanos;pak;4,20
bao-buns-dv-381;Bao buns (dv);Aziatisch & Wereldkeuken;Sligro;doos;12,00
kippenfond-basis-382;Kippenfond basis;Bouillon & Fonds;Beide;L;6,50
kalfsfond-bruin-383;Kalfsfond bruin;Bouillon & Fonds;Beide;L;9,50
groentebouillon-384;Groentebouillon;Bouillon & Fonds;Hanos;L;5,50
visfumet-385;Visfumet;Bouillon & Fonds;Hanos;L;8,50
demi-glace-386;Demi-glace;Bouillon & Fonds;Hanos;pot;18,00
runderbouillon-pasta-387;Runderbouillon pasta;Bouillon & Fonds;Beide;pot;14,00
gevogeltejus-388;Gevogeltejus;Bouillon & Fonds;Sligro;pot;19,00
bladerdeeg-plakken-dv-389;Bladerdeeg plakken (dv);Diepvries;Sligro;doos;9,50
filodeeg-dv-390;Filodeeg (dv);Diepvries;Sligro;pak;5,50
doperwten-fijn-dv-391;Doperwten fijn (dv);Diepvries;Beide;kg;2,40
spinazie-a-la-creme-dv-392;Spinazie à la crème (dv);Diepvries;Beide;kg;3,20
frambozen-dv-393;Frambozen (dv);Diepvries;Beide;kg;6,50
gemengd-zomerfruit-dv-394;Gemengd zomerfruit (dv);Diepvries;Hanos;kg;5,80
frites-10mm-dv-395;Frites 10mm (dv);Diepvries;Hanos;kg;1,60
garnalen-26-30-dv-396;Garnalen 26/30 (dv);Diepvries;Sligro;kg;16,00
edamame-dv-397;Edamame (dv);Diepvries;Sligro;kg;5,50
vanille-ijs-basis-dv-398;Vanille-ijs basis (dv);Diepvries;Hanos;bak;8,50
tonic-water-24x-399;Tonic water (24x);Dranken (non-alcohol);Beide;tray;18,00
spa-rood-24x-400;Spa rood (24x);Dranken (non-alcohol);Hanos;tray;9,50
spa-blauw-24x-401;Spa blauw (24x);Dranken (non-alcohol);Beide;tray;9,00
sinaasappelsap-vers-402;Sinaasappelsap vers;Dranken (non-alcohol);Sligro;L;3,50
appelsap-troebel-403;Appelsap troebel;Dranken (non-alcohol);Beide;L;2,40
cola-24x-404;Cola (24x);Dranken (non-alcohol);Hanos;tray;16,00
gemberbier-24x-405;Gemberbier (24x);Dranken (non-alcohol);Sligro;tray;19,00
espressobonen-1kg-406;Espressobonen (1kg);Dranken (non-alcohol);Beide;kg;18,00
losse-thee-assorti-407;Losse thee assorti;Dranken (non-alcohol);Beide;pot;9,50
kombucha-408;Kombucha;Dranken (non-alcohol);Beide;fles;3,20
witte-kookwijn-409;Witte kookwijn;Wijn & Gedistilleerd (kook);Hanos;fles;4,50
rode-kookwijn-410;Rode kookwijn;Wijn & Gedistilleerd (kook);Hanos;fles;4,80
port-kook-411;Port (kook);Wijn & Gedistilleerd (kook);Beide;fles;9,50
madeira-412;Madeira;Wijn & Gedistilleerd (kook);Beide;fles;11,00
cognac-kook-413;Cognac (kook);Wijn & Gedistilleerd (kook);Hanos;fles;22,00
pernod-pastis-414;Pernod / pastis;Wijn & Gedistilleerd (kook);Hanos;fles;16,00
marsala-415;Marsala;Wijn & Gedistilleerd (kook);Beide;fles;9,00
sherry-fino-416;Sherry (fino);Wijn & Gedistilleerd (kook);Hanos;fles;8,50
